"CIVIC";3;9;6;10;1;0;6;8;2;0;0;0;3;7;2;0;0;0;0;0;3;5;3;7;2;6;6;7;3;7;5;11;4;7;5;7;3;6;5;8;4;7;4;6;5;7;6;6;5;7;6;6;5;6;6;7;6;9;7;6;6;7;5;8;7;6;5;6;5.0;5.0;5.0;6.0;4.0;5.0;4.0;5.0;2.0;5.0;4.0;5.0;4.0;5.0;2.0;4.0;2.0;2.0;2.0;5.0;2.0;5.0;2.0;2.0;2.0;5.0;2.0;7.0
"EATING_DRINKING";3;3;4;4;9;0;7;4;7;0;0;4;6;4;6;15;0;0;8;8;17;5;16;15;24;18;24;10;27;19;25;17;31;18;23;14;30;17;17;9;25;12;15;11;18;13;16;18;23;16;18;13;17;14;13;13;15;11;12;10;13;11;13;10;17;14;19;19;27.0;22.0;23.0;21.0;26.0;20.0;23.0;16.0;19.0;14.0;14.0;13.0;11.0;9.0;10.0;7.0;7.0;5.0;5.0;5.0;4.0;5.0;3.0;4.0;3.0;5.0;3.0;4.0
"EDUCATION";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;1;1;1;2;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"HOME JOB ACTIVITY";0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"HOME LEISURE";11;12;9;10;11;23;9;4;15;2;12;17;19;15;15;9;1;7;14;0;8;23;12;7;13;9;6;9;6;13;13;12;9;16;15;15;11;14;14;12;11;14;14;14;12;14;14;11;13;14;14;17;15;16;17;14;17;16;16;16;17;18;19;16;21;19;17;18;17.0;20.0;21.0;19.0;21.0;23.0;24.0;28.0;26.0;28.0;28.0;27.0;25.0;26.0;27.0;24.0;18.0;23.0;18.0;18.0;13.0;15.0;14.0;13.0;11.0;9.0;8.0;10.0
"HOUSE ACTIVITY";9;15;11;12;13;8;22;8;24;5;12;12;19;4;26;24;0;7;14;15;15;14;21;15;25;12;19;18;25;12;19;13;22;14;19;12;19;10;16;12;16;10;11;8;15;9;9;8;10;7;7;6;8;7;8;7;7;6;10;8;8;7;8;7;7;8;8;8;7.0;6.0;6.0;6.0;6.0;8.0;7.0;7.0;9.0;7.0;10.0;9.0;10.0;13.0;11.0;14.0;12.0;11.0;12.0;13.0;11.0;10.0;10.0;11.0;8.0;7.0;9.0;10.0
"HOUSEHOLD MEMBER CARING";3;3;4;4;7;0;6;4;5;0;4;0;9;0;5;6;0;0;3;8;7;0;3;4;6;4;7;6;7;4;7;4;6;5;5;4;3;4;3;2;4;4;3;2;3;3;2;2;3;3;3;3;2;2;3;3;2;2;2;3;3;3;3;4;3;3;3;3;3.0;2.0;3.0;4.0;3.0;3.0;4.0;5.0;5.0;4.0;5.0;5.0;8.0;5.0;8.0;8.0;4.0;5.0;4.0;5.0;2.0;4.0;2.0;3.0;2.0;2.0;2.0;0.0
"RELIGION";0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;0;0;0;0;1;0;1;0;0;1;2;3;2;3;3;1;3;6;4;8;4;7;8;10;6;8;9;13;6;5;3;5;3;2;2;3;3;2;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2.0;2.0;3.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
"SHOPPING";1;0;2;4;0;0;0;0;0;0;0;0;1;4;0;0;0;4;0;0;0;5;4;7;3;6;2;7;3;6;4;8;3;6;5;7;5;9;9;13;9;17;13;15;12;17;16;16;12;17;14;19;16;20;17;17;13;18;15;18;14;17;15;16;11;14;14;13;9.0;13.0;10.0;10.0;8.0;9.0;9.0;10.0;7.0;8.0;6.0;9.0;5.0;6.0;4.0;7.0;3.0;5.0;2.0;4.0;2.0;5.0;4.0;3.0;0.0;1.0;0.0;0.0
"SLEEP";62;51;54;43;52;64;44;62;40;88;65;62;36;63;39;24;96;67;44;46;33;27;26;26;13;24;13;13;5;12;4;7;3;5;4;7;3;5;2;4;2;4;3;3;3;5;3;4;5;6;6;6;7;5;7;10;10;8;7;6;7;7;6;5;6;4;4;2;3.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;8.0;6.0;9.0;8.0;19.0;14.0;21.0;18.0;39.0;31.0;40.0;36.0;56.0;44.0;55.0;50.0;65.0;60.0;67.0;61.0
"SOCIALIZING";3;3;3;0;2;0;4;0;2;0;2;0;0;0;0;3;0;0;3;8;1;5;3;4;3;1;4;9;3;4;3;4;3;4;3;5;3;5;5;6;4;5;7;6;6;7;8;9;8;8;9;10;9;10;9;9;9;9;8;10;8;11;8;11;9;11;9;10;9.0;9.0;9.0;10.0;8.0;11.0;9.0;9.0;8.0;11.0;8.0;8.0;6.0;7.0;7.0;6.0;5.0;6.0;7.0;7.0;4.0;5.0;4.0;4.0;2.0;5.0;3.0;1.0
"SPORTS";3;1;4;4;1;3;2;4;3;2;0;4;3;4;5;12;0;4;11;8;11;5;6;4;7;3;9;10;11;7;8;9;6;5;5;7;6;7;8;9;6;8;8;8;7;7;8;7;7;9;7;7;8;10;9;7;9;7;10;10;10;10;10;9;10;8;10;9;8.0;9.0;6.0;7.0;7.0;7.0;5.0;6.0;6.0;6.0;5.0;6.0;4.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;2.0;1.0;1.0
"WORK";2;3;3;8;3;0;0;8;2;2;2;0;4;0;4;6;1;11;3;8;3;14;5;11;3;16;7;9;6;11;8;10;9;14;12;15;11;14;13;14;11;11;12;12;11;15;13;12;9;12;12;9;10;8;9;12;9;10;10;10;12;7;10;10;8;11;8;9;8.0;8.0;9.0;9.0;8.0;9.0;10.0;8.0;8.0;8.0;6.0;7.0;6.0;7.0;3.0;5.0;6.0;4.0;4.0;4.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0
"CIVIC";30;42;10;4;6;1;2;1;2;0;0;0;1;0;0;0;0;0;"0";"0";0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"EATING_DRINKING";6;33;30;8;15;1;3;0;2;0;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"EDUCATION";1;6;9;6;22;2;13;2;18;2;4;1;7;1;1;1;2;1;2;"0";1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
